ID Cliente 2|Segmento
10000208299|PREFERENTE
10000232538|PREFERENTE
10000048156|PREFERENTE
10000236023|CLASICO
10000143212|CLASICO
10000206493|PREFERENTE
10000138155|CLASICO
10000023016|CLASICO
10000038398|CLASICO
10000128663|CLASICO
10000322696|PREMIUM
10000324071|CLASICO
10000288586|CLASICO
10000188751|CLASICO
10000320932|CLASICO
10000252645|CLASICO
10000130143|PREMIUM
10000321247|CLASICO
10000106638|CLASICO
10000314671|CLASICO
10000352914|CLASICO
10000200257|CLASICO
10000191211|CLASICO
10000026342|SWM
10000006007|PREMIUM
10000301159|PREFERENTE
10000052991|CLASICO
10000135207|PREFERENTE
10000288040|CLASICO
10000154368|CLASICO
10000025524|PREFERENTE
10000243077|CLASICO
10000309920|PREFERENTE
10000223238|PREMIUM
10000044505|CLASICO
10000080889|CLASICO
10000154296|CLASICO
10000335078|CLASICO
10000117876|CLASICO
10000137543|CLASICO
10000354592|PREFERENTE
10000228540|CLASICO
10000061463|CLASICO
10000038313|CLASICO
10000089454|CLASICO
10000125731|PREFERENTE
10000232243|CLASICO
10000018116|CLASICO
10000130376|PREFERENTE
10000266753|CLASICO
10000186380|CLASICO
10000325923|PREFERENTE
10000033544|PREFERENTE
10000004246|PREMIUM
10000137901|CLASICO
10000282281|CLASICO
10000002375|PREFERENTE
10000142188|CLASICO
10000277145|PREFERENTE
10000029325|CLASICO
10000125653|CLASICO
10000035994|CLASICO
10000313234|CLASICO
10000061407|CLASICO
10000157608|PREFERENTE
10000147256|CLASICO
10000322664|PREFERENTE
10000025340|PREMIUM
10000278208|PREFERENTE
10000158576|CLASICO
10000093794|PREFERENTE
10000183827|CLASICO
10000076457|CLASICO
10000147793|CLASICO
10000343958|PREFERENTE
10000077656|PREFERENTE
10000217148|PREFERENTE
10000302069|CLASICO
10000285700|CLASICO
10000319520|CLASICO
10000062695|SWM
10000319418|CLASICO
10000080282|CLASICO
10000138800|CLASICO
10000270277|CLASICO
10000099282|PREFERENTE
10000095267|CLASICO
10000240691|PREFERENTE
10000138065|PREFERENTE
10000019961|CLASICO
10000144729|CLASICO
10000311925|PREFERENTE
10000159096|PREFERENTE
10000236725|CLASICO
10000215318|PREFERENTE
10000085022|CLASICO
10000045634|PREFERENTE
10000100498|CLASICO
10000241526|CLASICO
10000018355|PREFERENTE
10000310212|CLASICO
10000034299|CLASICO
10000200770|CLASICO
10000003873|PREFERENTE
10000274055|CLASICO
10000205354|PREFERENTE
10000022694|CLASICO
10000186194|CLASICO
10000280146|PREFERENTE
10000142426|CLASICO
10000004192|PREFERENTE
10000017573|CLASICO
10000342796|CLASICO
10000131162|CLASICO
10000149350|CLASICO
10000201995|PREFERENTE
10000115957|CLASICO
10000137532|CLASICO
10000041153|CLASICO
10000303983|PREFERENTE
10000323961|CLASICO
10000254367|CLASICO
10000046320|CLASICO
10000210387|PREFERENTE
10000154696|CLASICO
10000213605|CLASICO
10000215553|PREFERENTE
10000243784|CLASICO
10000179525|PREFERENTE
10000326367|CLASICO
10000017249|CLASICO
10000032817|CLASICO
10000036516|CLASICO
10000289715|CLASICO
10000293810|PREFERENTE
10000024690|CLASICO
10000322655|CLASICO
10000030556|PREFERENTE
10000073598|PREMIUM
10000050656|PREMIUM
10000236837|PREFERENTE
10000207552|CLASICO
10000190956|CLASICO
10000032413|CLASICO
10000035612|CLASICO
10000263011|CLASICO
10000329535|CLASICO
10000272097|CLASICO
10000300715|CLASICO
10000293911|CLASICO
10000285027|PREFERENTE
10000160495|CLASICO
10000180762|CLASICO
10000294193|PREFERENTE
10000045984|PREFERENTE
10000208720|CLASICO
10000203134|PREFERENTE
10000084295|PREFERENTE
10000084428|CLASICO
10000270603|PREFERENTE
10000237372|CLASICO
10000120835|PREFERENTE
10000135679|CLASICO
10000216202|CLASICO
10000350108|CLASICO
10000042421|PREFERENTE
10000005999|CLASICO
10000126735|PREFERENTE
10000054560|PREFERENTE
10000268268|CLASICO
10000013124|CLASICO
10000136861|PREFERENTE
10000188083|CLASICO
10000077827|PREFERENTE
10000075944|CLASICO
10000152620|CLASICO
10000016997|CLASICO
10000087383|CLASICO
10000056358|CLASICO
10000268152|CLASICO
10000130581|PREFERENTE
10000082385|PREFERENTE
10000291356|CLASICO
10000069749|PREMIUM
10000063993|CLASICO
10000083651|CLASICO
10000277555|PREFERENTE
10000023858|CLASICO
10000069222|CLASICO
10000343192|CLASICO
10000345713|PREMIUM
10000210448|CLASICO
10000216670|PREFERENTE
10000087868|PREFERENTE
10000255205|PREFERENTE
10000308578|PREFERENTE
10000153400|CLASICO
10000083030|CLASICO
10000128016|CLASICO
10000035534|CLASICO
10000156288|PREMIUM
10000159692|CLASICO
10000330385|CLASICO
10000107941|PREFERENTE
10000034690|PREMIUM
10000353291|PREFERENTE
10000046392|CLASICO
10000218902|CLASICO
10000305151|CLASICO
10000253236|CLASICO
10000029787|CLASICO
10000132015|PREFERENTE
10000246115|CLASICO
10000044163|PREFERENTE
10000120231|PREFERENTE
10000023174|CLASICO
10000265098|PREFERENTE
10000039024|CLASICO
10000076170|CLASICO
10000151206|PREFERENTE
10000335701|CLASICO
10000247740|PREFERENTE
10000265764|CLASICO
10000105001|PREFERENTE
10000235435|CLASICO
10000193473|PREMIUM
10000305500|CLASICO
10000145622|CLASICO
10000350450|CLASICO
10000069560|CLASICO
10000344534|CLASICO
10000006221|PREMIUM
10000071923|CLASICO
10000151802|CLASICO
10000016683|CLASICO
10000092943|PREFERENTE
10000040743|CLASICO
10000079113|CLASICO
10000147498|CLASICO
10000203395|PREFERENTE
10000074308|PREFERENTE
10000166182|CLASICO
10000257276|CLASICO
10000074744|CLASICO
10000024680|CLASICO
10000161943|CLASICO
10000351706|PREFERENTE
10000026269|PREMIUM
10000010873|CLASICO
10000230053|PREFERENTE
10000225990|PREFERENTE
10000057101|PREFERENTE
10000030396|PREFERENTE
10000037860|CLASICO
10000017787|CLASICO
10000249962|CLASICO
10000035200|CLASICO
10000074299|CLASICO
10000166274|CLASICO
10000047427|CLASICO
10000098502|PREFERENTE
10000170014|CLASICO
10000076677|PREFERENTE
10000020497|PREFERENTE
10000254977|CLASICO
10000019999|PREMIUM
10000010335|CLASICO
10000147110|CLASICO
10000152865|CLASICO
10000119086|CLASICO
10000023089|CLASICO
10000169371|PREFERENTE
10000006347|PREFERENTE
10000181698|PREFERENTE
10000173430|CLASICO
10000187418|CLASICO
10000152879|CLASICO
10000261925|CLASICO
10000074824|CLASICO
10000259336|CLASICO
10000014132|CLASICO
10000342313|CLASICO
10000050041|PREFERENTE
10000166627|CLASICO
10000165180|PREMIUM
10000131968|CLASICO
10000209975|PREFERENTE
10000101866|CLASICO
10000279084|CLASICO
10000298093|PREFERENTE
10000242667|PREFERENTE
10000154234|CLASICO
10000090530|CLASICO
10000239260|PREFERENTE
10000169546|CLASICO
10000353183|CLASICO
10000149709|CLASICO
10000225746|CLASICO
10000003416|PREFERENTE
10000230972|CLASICO
10000291304|CLASICO
10000003196|CLASICO
10000209707|PREFERENTE
10000300636|PREFERENTE
10000254489|PREFERENTE
10000270692|CLASICO
10000335254|CLASICO
10000093550|CLASICO
10000031703|PREFERENTE
10000338356|CLASICO
10000073909|CLASICO
10000104053|PREFERENTE
10000260591|CLASICO
10000278613|CLASICO
10000245932|CLASICO
10000048338|CLASICO
10000105248|CLASICO
10000071964|CLASICO
10000112557|CLASICO
10000285147|PREFERENTE
10000022761|SWM
10000165075|CLASICO
10000346697|PREFERENTE
10000178261|PREFERENTE
10000332353|PREFERENTE
10000040688|CLASICO
10000095767|CLASICO
10000015036|CLASICO
10000011941|CLASICO
10000113531|CLASICO
10000000025|CLASICO
10000335644|CLASICO
10000229775|PREFERENTE
10000040900|CLASICO
10000214173|CLASICO
10000169692|CLASICO
10000021202|PREFERENTE
10000037792|PREFERENTE
10000088222|PREFERENTE
10000020248|PREMIUM
10000179371|PREFERENTE
10000081121|PREFERENTE
10000286083|CLASICO
10000225721|PREFERENTE
10000129181|PREFERENTE
10000357235|CLASICO
10000142536|PREFERENTE
10000029668|PREFERENTE
10000215454|PREFERENTE
10000258791|CLASICO
10000106716|CLASICO
10000260992|CLASICO
10000311008|CLASICO
10000243050|PREFERENTE
10000306207|PREFERENTE
10000344312|CLASICO
10000185740|PREMIUM
10000055194|PREFERENTE
10000107967|CLASICO
10000163745|CLASICO
10000050298|CLASICO
10000037117|PREMIUM
10000069288|PREFERENTE
10000333840|CLASICO
10000345114|PREFERENTE
10000221643|CLASICO
10000102096|CLASICO
10000323435|CLASICO
10000156962|CLASICO
10000290484|CLASICO
10000084803|PREFERENTE
10000314206|CLASICO
10000263590|CLASICO
10000044276|CLASICO
10000316694|CLASICO
10000135828|PREFERENTE
10000119096|PREFERENTE
10000182213|CLASICO
10000145727|CLASICO
10000164483|CLASICO
10000255572|CLASICO
10000113690|CLASICO
10000328051|PREFERENTE
10000029256|CLASICO
10000240620|CLASICO
10000161007|CLASICO
10000267089|CLASICO
10000248139|CLASICO
10000123265|PREFERENTE
10000013984|CLASICO
10000170316|PREFERENTE
10000214773|CLASICO
10000186547|CLASICO
10000266880|CLASICO
10000253806|CLASICO
10000124955|PREMIUM
10000251725|CLASICO
10000134496|CLASICO
10000084526|CLASICO
10000136503|CLASICO
10000204422|CLASICO
10000147580|CLASICO
10000272023|CLASICO
10000342817|CLASICO
10000017040|PREMIUM
10000073169|CLASICO
10000080441|CLASICO
10000284376|CLASICO
10000148419|PREFERENTE
10000177959|PREMIUM
10000052189|CLASICO
10000185076|CLASICO
10000107623|CLASICO
10000340795|CLASICO
10000081560|CLASICO
10000248636|CLASICO
10000049405|CLASICO
10000078391|CLASICO
10000272359|PREFERENTE
10000119178|CLASICO
10000055264|CLASICO
10000312414|CLASICO
10000053449|PREFERENTE
10000248490|PREFERENTE
10000078104|PREFERENTE
10000223115|CLASICO
10000336631|CLASICO
10000067005|CLASICO
10000067554|PREFERENTE
10000339653|CLASICO
10000004205|PREFERENTE
10000089894|CLASICO
10000259494|CLASICO
10000095144|PREFERENTE
10000007905|CLASICO
10000101539|CLASICO
10000128491|CLASICO
10000330247|CLASICO
10000291964|PREFERENTE
10000310766|CLASICO
10000001996|CLASICO
10000330472|CLASICO
10000268611|CLASICO
10000278293|CLASICO
10000135630|PREMIUM
10000170058|PREFERENTE
10000215563|CLASICO
10000323992|CLASICO
10000177980|PREFERENTE
10000212993|CLASICO
10000297497|CLASICO
10000020063|PREFERENTE
10000035263|PREFERENTE
10000059251|PREMIUM
10000105253|CLASICO
10000002715|CLASICO
10000106701|CLASICO
10000150731|PREFERENTE
10000213874|CLASICO
10000015545|PREFERENTE
10000177323|PREFERENTE
10000131474|CLASICO
10000155886|PREFERENTE
10000136736|PREFERENTE
10000041431|CLASICO
10000003750|PREFERENTE
10000219180|CLASICO
10000317557|CLASICO
10000000179|PREFERENTE
10000158175|CLASICO
10000083906|CLASICO
10000295500|CLASICO
10000080094|PREMIUM
10000139577|PREFERENTE
10000353008|CLASICO
10000035747|CLASICO
10000248842|CLASICO
10000329644|CLASICO
10000185115|PREFERENTE
10000335783|CLASICO
10000287340|CLASICO
10000034728|PREFERENTE
10000064766|CLASICO
10000137668|PREFERENTE
10000284313|CLASICO
10000293534|CLASICO
10000005231|PREFERENTE
10000226189|CLASICO
10000084959|CLASICO
10000093341|PREFERENTE
10000030656|PREFERENTE
10000188155|CLASICO
10000113699|PREMIUM
10000307181|CLASICO
10000044166|CLASICO
10000227302|CLASICO
10000044099|CLASICO
10000255035|PREFERENTE
10000236160|CLASICO
10000024930|CLASICO
10000271934|PREFERENTE
10000019901|CLASICO
10000226013|CLASICO
10000024963|CLASICO
10000339058|PREMIUM
10000019107|CLASICO
10000002271|CLASICO
10000213892|CLASICO
10000102701|PREFERENTE
10000292883|CLASICO
10000139880|CLASICO
10000049178|CLASICO
10000094794|CLASICO
10000350375|PREFERENTE
10000000167|CLASICO
10000006885|CLASICO
10000003428|PREMIUM
10000163489|CLASICO
10000315722|CLASICO
10000056013|CLASICO
10000265565|PREFERENTE
10000222384|CLASICO
10000019852|CLASICO
10000175712|PREFERENTE
10000087858|CLASICO
10000297184|CLASICO
10000093657|PREFERENTE
10000306046|PREFERENTE
10000036549|CLASICO
10000171980|CLASICO
10000172695|CLASICO
10000026558|PREFERENTE
10000122689|PREFERENTE
10000116582|CLASICO
10000052502|CLASICO
10000049258|CLASICO
10000060894|PREFERENTE
10000165685|PREMIUM
10000335036|CLASICO
10000075697|CLASICO
10000115774|CLASICO
10000052045|PREMIUM
10000208849|CLASICO
10000028273|CLASICO
10000037070|PREFERENTE
10000015402|CLASICO
10000043508|CLASICO
10000102039|PREFERENTE
10000249235|PREFERENTE
10000052660|CLASICO
10000192856|CLASICO
10000260255|CLASICO
10000105551|CLASICO
10000194159|PREFERENTE
10000284402|CLASICO
10000274621|CLASICO
10000320695|CLASICO
10000146927|CLASICO
10000152932|CLASICO
10000143222|CLASICO
10000069185|PREFERENTE
10000320762|CLASICO
10000275637|CLASICO
10000033213|CLASICO
10000154017|PREFERENTE
10000135741|CLASICO
10000300879|CLASICO
10000040866|PREFERENTE
10000067658|CLASICO
10000115211|CLASICO
10000115928|CLASICO
10000127582|PREFERENTE
10000043860|PREFERENTE
10000023984|CLASICO
10000308038|CLASICO
10000098364|PREFERENTE
10000134591|PREMIUM
10000049564|PREFERENTE
10000048019|CLASICO
10000102049|PREFERENTE
10000036743|CLASICO
10000194871|PREFERENTE
10000290422|CLASICO
10000202248|PREFERENTE
10000032443|PREFERENTE
10000133620|PREMIUM
10000212232|CLASICO
10000283222|CLASICO
10000327287|PREFERENTE
10000268581|PREFERENTE
10000065299|CLASICO
10000054800|PREFERENTE
10000085445|PREFERENTE
10000006161|PREFERENTE
10000178882|CLASICO
10000037925|CLASICO
10000021428|CLASICO
10000020061|PREFERENTE
10000347384|PREFERENTE
10000230451|PREFERENTE
10000028839|CLASICO
10000237686|PREFERENTE
10000314690|PREFERENTE
10000113104|CLASICO
10000187281|PREFERENTE
10000317714|CLASICO
10000021961|CLASICO
10000300334|CLASICO
10000154054|CLASICO
10000255625|CLASICO
10000294508|CLASICO
10000022503|CLASICO
10000123856|PREFERENTE
10000299868|CLASICO
10000033997|PREMIUM
10000096004|CLASICO
10000080492|PREFERENTE
10000168948|CLASICO
10000165317|PREMIUM
10000148291|PREFERENTE
10000310969|CLASICO
10000123427|PREMIUM
10000121545|CLASICO
10000257200|CLASICO
10000129910|PREFERENTE
10000084333|CLASICO
10000113135|CLASICO
10000344043|CLASICO
10000347394|CLASICO
10000346510|PREFERENTE
10000086164|PREFERENTE
10000189274|PREFERENTE
10000190031|CLASICO
10000072288|CLASICO
10000251792|CLASICO
10000118778|CLASICO
10000045573|PREFERENTE
10000002788|CLASICO
10000282138|CLASICO
10000121409|CLASICO
10000353413|PREFERENTE
10000315800|CLASICO
10000315292|CLASICO
10000017237|PREFERENTE
10000227348|CLASICO
10000118780|CLASICO
10000180740|CLASICO
10000231380|PREFERENTE
10000349534|PREFERENTE
10000136068|CLASICO
10000348062|CLASICO
10000340131|CLASICO
10000314609|PREFERENTE
10000040426|CLASICO
10000085176|CLASICO
10000355843|CLASICO
10000007088|PREFERENTE
10000105585|PREFERENTE
10000239518|CLASICO
10000078469|CLASICO
10000009851|CLASICO
10000083763|CLASICO
10000225914|PREFERENTE
10000250877|CLASICO
10000272859|CLASICO
10000090438|PREFERENTE
10000292195|CLASICO
10000019963|CLASICO
10000020567|SWM
10000186840|CLASICO
10000217465|PREFERENTE
10000031366|PREFERENTE
10000176994|CLASICO
